Soil_Type,Crop,Amendment,N_initial,P_initial,K_initial,OM_initial,pH_initial,N_after,P_after,K_after,OM_after,pH_after,Yield
Clay,Corn,NPK_Fertilizer,198.94556535912957,40.28853780620016,224.3653764415152,5.727560971351398,7.176670579939396,348.51296639881446,104.1621498562649,414.3850363125559,5.727560971351398,6.9731399113296435,9.447654353233759
Loamy,Corn,None,123.86072667841985,21.821198618893348,165.6562478572267,3.56589007620674,5.90805124577356,123.86072667841985,21.821198618893348,165.6562478572267,3.56589007620674,5.90805124577356,6.629410644577619
Loamy,Rice,Biochar,129.4798388749826,35.8563830587845,169.36194466078177,2.8145571284307205,6.52529634899409,142.50575457126297,43.39055213087255,193.7938370838173,3.8360628478714363,7.094285319373491,5.956607560379401
Clay,Soybean,Green_Manure,185.65603258519275,34.63809722751647,234.21962289955653,7.354093388831602,7.268763126228976,230.36965435394345,53.084612805862626,262.5892485753656,8.10067523648112,7.268763126228976,4.139830283332376
Sandy,Corn,NPK_Fertilizer,91.27849093844486,12.588205376307952,137.1178058103238,0.998363972666825,5.295023470177689,263.8939372991308,79.41162314787745,299.97915892851245,0.998363972666825,5.075155168853995,4.6898718778428155
Loamy,Corn,Green_Manure,152.57074170042017,44.97578751439647,163.0022886388456,2.8229172456958964,6.83938372123289,217.39914828030885,62.32673580348721,192.80758877574584,3.8231491860423534,6.83938372123289,6.598342085234669
Sandy,Corn,Green_Manure,71.27500140419413,29.46491926201131,73.49264000431216,0.9840419159830494,4.913873584030391,149.33319632903158,49.08718506271208,102.73352341531802,2.292622678364894,4.913873584030391,5.075143959257738
Sandy,Wheat,NPK_Fertilizer,61.014791279500116,21.73786859386567,57.03984887596593,1.5718225362514198,5.781556611003278,184.78360339870892,88.05923807891833,200.85693875676503,1.5718225362514198,5.667437910851595,5.606583099406653
Clay,Soybean,NPK_Fertilizer,229.48789861456925,52.37384885277983,290.1529634402343,4.699805864195779,7.216235858458049,412.2264034588805,108.14392222961253,486.5969735232013,4.699805864195779,6.943809707498425,3.6376683581071716
Sandy,Rice,NPK_Fertilizer,77.41161649403819,22.818619678049444,126.19448870882883,0.9164924758715862,4.824757551994316,213.27460824745054,91.73780928485537,319.16899704822504,0.9164924758715862,4.609364254762151,3.426978384534421
Loamy,Wheat,NPK_Fertilizer,130.3636295849868,41.77071935924843,232.07365507730677,4.094490384424226,6.791087959746687,283.4000648234445,117.50514386686457,337.9426588665295,4.094490384424226,6.6100886304918385,8.188499548055113
Loamy,Wheat,Compost,124.56467204675312,44.6821980485023,193.19907336416145,2.723262694349953,6.449473143390156,152.46432863743976,55.57306189855466,243.0250906955591,4.946860579057103,6.801917513924,6.9384243172652855
Loamy,Wheat,NPK_Fertilizer,187.19342382670374,48.100345544753566,204.75722872890717,2.2125630056139656,6.402764164036738,340.7101561246667,122.32999544588412,371.0747945451369,2.2125630056139656,6.243541809406453,7.6655390030229125
Clay,Soybean,NPK_Fertilizer,239.47151880182557,52.865409236997365,285.3570286392164,5.308139484099974,7.78790522416691,417.2757671906761,142.62930131761613,409.41405800099596,5.308139484099974,7.56220766211461,3.8497045166553967
Loamy,Wheat,Manure,156.03303868899837,48.73840216001155,190.28010774181362,4.007606143815423,6.991648798391017,215.8219319154397,85.01098867022455,243.08582336533544,5.574055678027645,7.236538688441391,6.559644302060747
Clay,Soybean,None,247.8183175972345,34.50478556991047,269.12289804786525,4.505059719851232,7.110421757217227,247.8183175972345,34.50478556991047,269.12289804786525,4.505059719851232,7.110421757217227,2.510716657106948
Loamy,Rice,Compost,173.83385909962504,41.24073837853183,218.19711786638484,4.53527220969179,6.389166673026627,211.16062222947056,59.177384667027276,254.29429908155504,6.968227033217274,6.807013203673621,6.024776506534968
Sandy,Soybean,None,56.937139457795226,21.117878923559772,80.67363247102827,1.6161375582550566,4.958142681985509,56.937139457795226,21.117878923559772,80.67363247102827,1.6161375582550566,4.958142681985509,1.521957968431106
Clay,Corn,Compost,202.8155511449518,57.318426431680145,342.4676740278653,6.638134239098729,7.249668286166847,244.5631745623797,82.54532947845308,373.84164213810504,8.9445650919815,7.592733444414315,7.120568321346925
Sandy,Corn,Green_Manure,69.98339148448375,23.908334782762637,82.64948084799191,0.5953705361738002,6.212686267924711,120.5495953450435,34.18513390066896,113.27259145230687,1.4457963938383007,6.212686267924711,4.213305924105315
Clay,Corn,Green_Manure,179.91458734062178,68.87804302073499,226.49138827705605,5.055315789009501,7.062795449189105,237.5235233951451,86.56246830243802,248.33756139423718,6.186798927414641,7.062795449189105,5.847739193077001
Loamy,Wheat,NPK_Fertilizer,170.78530828746432,48.22204715174318,214.35936377517606,4.678091348406706,6.870251139789823,323.9676732569555,133.10297099779226,369.8678667069089,4.678091348406706,6.6833314529469945,8.78049010066782
Clay,Corn,None,178.7597922558964,67.44860264866199,318.7793424204834,4.1810882933936835,6.742108236332815,178.7597922558964,67.44860264866199,318.7793424204834,4.1810882933936835,6.742108236332815,5.223393404966469
Sandy,Corn,None,69.47567554382928,15.284291942271295,88.15454396412252,0.8134742900044782,5.883905927436498,69.47567554382928,15.284291942271295,88.15454396412252,0.8134742900044782,5.883905927436498,4.233746156369463
Clay,Wheat,None,181.8902094954797,61.1374958108933,210.41862844952715,7.882136136060551,6.9759205595814375,181.8902094954797,61.1374958108933,210.41862844952715,7.882136136060551,6.9759205595814375,3.4426968576047807
Clay,Wheat,Biochar,161.550261993427,42.23844719981087,209.30515323498196,5.387523634704505,6.894545997587226,176.54479243684023,51.54000415514459,229.25628343649802,6.8627939068170445,7.679238563512683,4.8498810995799255
Loamy,Wheat,Manure,153.33448684831274,39.52961807315836,174.75753163491723,3.3954766042435436,5.711715242468522,183.63579385465724,74.24559616468252,210.27372518821602,5.2730481575534185,5.840173317863249,5.857959149601142
Loamy,Rice,None,150.1857135296131,44.05490526550625,205.56893201083204,4.354934985958513,6.870885329107184,150.1857135296131,44.05490526550625,205.56893201083204,4.354934985958513,6.870885329107184,3.641388130212061
Loamy,Rice,None,137.62601217753877,40.48078401771636,173.35429737533659,2.642222892691969,5.811029535262769,137.62601217753877,40.48078401771636,173.35429737533659,2.642222892691969,5.811029535262769,4.814064017298334
Clay,Rice,None,248.84393546329306,63.380736891530546,342.30482096510923,7.818449524103813,6.808716424552112,248.84393546329306,63.380736891530546,342.30482096510923,7.818449524103813,6.808716424552112,6.3816415322675875
Loamy,Corn,Green_Manure,186.4492349923155,48.36859201755523,153.99494162814347,4.3980373450872365,6.644979870446374,232.80711720915943,60.97254572979405,177.39800915898292,4.925371249396299,6.644979870446374,9.200336588480345
Sandy,Corn,None,78.97850534188748,24.52008018571857,82.86723602323465,1.6782525495376612,6.136852324543053,78.97850534188748,24.52008018571857,82.86723602323465,1.6782525495376612,6.136852324543053,3.23259569549102
Sandy,Wheat,Manure,50.99864510714748,24.818339458822525,125.06254253487856,0.7684031006666842,6.1324501958786,87.1061671343939,45.26738826261628,187.1183035186488,2.2941497766042844,6.306786285087392,3.5463047506124847
Loamy,Rice,Manure,171.98793320557738,42.37444111528613,156.18194465482102,2.5826254023674835,6.0683603127778145,210.93896683920931,70.46879588878113,218.55641812191374,4.543800263365258,6.188406760301037,4.492540057504885
Clay,Wheat,Green_Manure,164.06544350599958,63.71787304245086,261.1867519824014,6.649118551545465,6.307281761174454,208.52616686977558,81.81566431262738,301.17844081999596,7.691285195846692,6.307281761174454,4.941704855494016
Sandy,Corn,None,66.78118881073138,16.761870166973324,147.88891201010972,1.022354343455853,4.689894692724382,66.78118881073138,16.761870166973324,147.88891201010972,1.022354343455853,4.689894692724382,4.656724761529588
Loamy,Rice,Green_Manure,169.21859984830098,48.07867864425646,173.73142929418694,2.863865338029502,5.7477905619824385,223.4060680669109,65.61202852733784,212.0370549046729,4.247431731067115,5.7477905619824385,5.924986592315714
Loamy,Soybean,Biochar,192.57721425731492,36.82112512946279,217.57350862963602,3.1853464770395545,6.203505109682397,202.10389756592727,44.21209073681733,246.41854391550532,3.899836523816697,6.915294110479843,4.383077776184069
Sandy,Rice,Manure,60.546312756765715,18.67942105970413,138.81726785988582,1.0447889729122446,4.646121539206086,120.63547396162124,48.23644541630122,203.40132270353328,2.978206035839934,4.8906547294291585,2.777715189563622
Loamy,Soybean,Biochar,176.38800428197413,47.83768685874,194.11191967418682,3.8722419534137322,6.761462019544806,189.00701069311648,57.7807992018852,212.6505933343153,5.034413662113247,7.282364272038085,4.788501181377765
Loamy,Rice,NPK_Fertilizer,158.97450580317238,25.61668131703858,203.785103600733,4.780008608793446,6.932958409008725,350.45534508531273,81.73049336110888,366.85535964394813,4.780008608793446,6.732381032881142,5.6676462868726425
Clay,Rice,Compost,196.47181625359494,56.648776382399966,259.74848457370666,5.085000389674562,7.699641482300045,223.35933630531605,77.29023495381591,287.4586708598108,6.995399550935398,8.153171706396341,5.142773270225005
Clay,Rice,Green_Manure,172.3864773941715,40.47650396922818,311.24751478878,4.842712813095032,7.787221647543958,248.64048148620964,53.24302619965633,337.2302740249873,5.608440094211743,7.787221647543958,7.70036700495125
Sandy,Soybean,Green_Manure,92.8115649970074,27.61504711534701,93.38685933795476,0.9050328358850908,4.807836150830201,140.75650207210697,41.12319912956944,132.60923894586705,1.6621050384473317,4.807836150830201,2.1779120576081237
Loamy,Soybean,NPK_Fertilizer,160.26819117113706,41.89997389853521,218.5934669010652,2.5172511326972824,6.144055208442337,320.19921260898195,118.97450074933123,393.32457370117,2.5172511326972824,5.9930677157149645,4.322152164180956
Clay,Corn,Biochar,238.97934339943902,31.833109765295138,335.63781391053135,4.791616902350379,7.584837463435293,247.4895124224857,43.02518296062885,363.80467453483425,5.324527691529075,8.14270432949611,6.388475378513822
Clay,Corn,Biochar,185.03540280861552,33.75178114163352,226.6799025561366,6.341505515847598,6.528233461178604,193.03998188299664,41.398893467003944,239.5358046775255,7.979056639753817,7.113788108139304,6.900702960749178
Sandy,Corn,Biochar,82.04360729604069,14.96455558774479,114.48357824900285,1.5087755000834475,5.573790689801529,92.62804701209029,23.096472088235583,138.53452305506917,3.1488070284754532,6.470081544624077,4.755273186667476
Loamy,Wheat,Green_Manure,170.69405286457476,36.443793862804654,186.73413602075843,3.288409938632476,5.965228605569762,246.15815226367783,52.30801479610477,211.87013597778508,4.213030985418669,5.965228605569762,6.5395911043661
Loamy,Rice,Biochar,189.83480545897459,43.14194813536082,227.616230973036,2.1338171215303934,6.974936781684329,198.81151901917042,49.19806308696731,252.6113631068009,2.7624116498576847,7.724174886731943,6.338259020643838
Clay,Corn,NPK_Fertilizer,233.034335682579,49.15358179545391,264.30420543537616,3.7390349657375768,7.429256862056286,346.9338905295928,146.0602816914604,420.54578862361245,3.7390349657375768,7.1993237038630395,8.426143199457478
Loamy,Rice,Compost,166.69397308871555,35.537584238624476,233.05490941020062,2.527497691769666,6.310065609849833,202.1736285131583,46.784443014919546,279.9849679673175,4.601065343610738,6.54388373180368,6.024025725582209
Loamy,Corn,Green_Manure,103.57046060965783,25.562684781206748,239.54242077863287,4.09687082487578,6.06472605212575,151.85395313084027,41.38635454478785,273.0957669665964,4.75439809968061,6.06472605212575,8.855503120365618
Loamy,Soybean,NPK_Fertilizer,161.91941022418746,49.49165523951709,151.86306995832638,4.540940687343339,6.8987194953748086,310.6338739395251,125.99950791075236,309.6075316895641,4.540940687343339,6.695854051168596,4.318864206099354
Clay,Wheat,None,211.22866494487513,47.711967035345474,240.69159460523238,6.695324231637805,7.44390269538938,211.22866494487513,47.711967035345474,240.69159460523238,6.695324231637805,7.44390269538938,3.013343280009857
Sandy,Soybean,NPK_Fertilizer,98.48330149100114,26.910248607750827,107.65853751847133,1.5748710632414058,5.774662388462664,293.02366135513256,109.39882798624461,240.3321102983652,1.5748710632414058,5.621593945232344,2.919482361792488
Loamy,Wheat,Green_Manure,179.4845307936132,27.047550148695297,195.9393229769647,2.687770009424498,5.701774909692798,225.59377869779334,39.293778299261,223.0431222646297,3.547568209140705,5.701774909692798,5.679931809200453
Sandy,Soybean,NPK_Fertilizer,53.57277447814425,22.930948447838745,79.18171081410335,0.6455399808365978,5.9116509755069995,209.34613691151063,114.25325846885198,272.9348878128294,0.6455399808365978,5.628836373001642,3.2933661067293682
Loamy,Rice,NPK_Fertilizer,101.847422439578,38.20672669361031,244.95775215245507,2.642302148392492,6.999182085983414,284.5295202721601,110.66464560424299,421.6226280664522,2.642302148392492,6.78922730830485,7.544282420384162
Loamy,Wheat,None,156.6968968218559,38.25999100839675,204.1500097914771,4.295587465520237,6.928567566731813,156.6968968218559,38.25999100839675,204.1500097914771,4.295587465520237,6.928567566731813,5.238494646804744
Sandy,Rice,Green_Manure,84.3545658416011,29.69214737439938,50.75508342702015,0.5199778950364835,5.209008700357409,161.9980031902784,41.0835870644776,73.57016752620427,1.6988183876352987,5.209008700357409,2.5171721710332813
Loamy,Soybean,Compost,156.3878641451487,32.504495128244365,210.21790110880397,3.5898050656624667,5.69657891008703,179.13790428851553,56.63035525358576,237.44815477325696,5.87154742653277,5.870462324811175,4.353740732748674
Loamy,Wheat,Green_Manure,194.61687894054046,42.97268392051831,206.41106679973967,3.828524053671862,6.115020550887651,235.0771389803139,57.956338271492655,245.7950319754512,4.520301445998562,6.115020550887651,5.566416673563067
Sandy,Corn,NPK_Fertilizer,77.50874267673822,22.814011498133727,119.05273157483309,0.8758297826581645,5.822768805489045,262.16142991844214,119.18871789328966,233.5275654973163,0.8758297826581645,5.6745135760169285,5.627583164311557
Clay,Soybean,Compost,189.95231547071552,33.3028268879023,273.11825198459627,6.51421253266639,6.0323022642690844,223.95099290512997,57.28245594615388,310.07708001681794,9.299133105679692,6.2555752624409715,3.8338741249013912
Sandy,Corn,Green_Manure,67.93559732206235,21.969503432909914,53.782503740696875,1.3095091055235022,4.564291624301525,121.29405138905784,34.52785362791748,78.50051307906614,2.5137000866508834,4.564291624301525,3.9131027292743337
Clay,Soybean,Manure,158.8353704734093,58.749733572824375,322.2272356868525,3.181674301416458,7.219556695487471,215.89163197404315,89.20781787018856,362.718219664234,4.347257670818638,7.359029362817825,3.9995898617711068
Clay,Rice,Biochar,233.57563976018903,33.372387286487935,256.8718462560956,6.822390417313103,7.29388138644299,246.78664449973223,43.31387367206774,277.70185172181436,7.852416873743199,8.13430159725473,5.606578008295821
Sandy,Soybean,Manure,67.61051548562273,19.927262735528046,116.94246624609896,0.9246755126279957,4.627808999344431,101.21041569009364,41.138352650825425,184.89534015955581,1.98707195297653,4.852214846144923,2.239101184957365
Sandy,Corn,Manure,87.60362067907577,17.454957640453323,90.02706218107095,1.1278466782603112,4.9542971039411015,123.98819465572629,44.042708796999186,145.85781791552327,2.5110258004155552,5.187484088793416,5.971154551651282
Sandy,Rice,NPK_Fertilizer,76.33721423370284,27.752486799352752,84.84999151844904,1.9500739015246964,5.368702717083155,220.79793502300947,91.72011317065542,220.5096145996642,1.9500739015246964,5.0721603413939995,4.377257491883703
Clay,Corn,NPK_Fertilizer,225.56138600976436,50.81735702784647,263.32065827133823,7.924521492699326,7.800037067610841,345.1016642402694,111.69364748127401,365.36628544168775,7.924521492699326,7.659691029714589,7.457706792024744
Sandy,Wheat,Manure,71.75109261624583,29.69986313476864,79.17149391209729,1.814295508007098,5.293329820583287,131.41704485530124,67.08317010520724,143.9427577407139,3.7051847676442318,5.5704265277738445,2.7043485782437022
Clay,Soybean,Green_Manure,170.10662501518715,57.30332123901966,281.33698190960394,6.965450271722973,7.8589213866953145,229.97395375632433,76.78339955036253,318.4487993217343,8.300225535419907,7.8589213866953145,3.855257707097156
Loamy,Rice,Compost,130.01743695145944,44.32257513875231,243.5430191291287,3.8323527336548833,5.813850892660402,175.97206022403347,55.76044112908599,290.4477174015879,5.02420248585534,6.13427030135134,4.660432408224735
Sandy,Rice,Green_Manure,51.873767209939295,11.577822882851358,98.23220401187612,1.0488575442024843,5.644442177591505,131.42509955355936,25.012612357465187,133.0186774811827,2.3463670720852186,5.644442177591505,3.7993853949656318
Clay,Wheat,None,194.05339522518665,65.6834477988292,293.4180481115343,3.19785436619409,7.2715877745378705,194.05339522518665,65.6834477988292,293.4180481115343,3.19785436619409,7.2715877745378705,3.765170055360427
Clay,Rice,Manure,162.6390192619546,46.662884104830454,272.2372372538666,6.005424808460959,7.01333433453829,223.5507637537331,75.32334349233597,328.5000539557103,7.055079868695805,7.248412048649258,6.086629164702335
Clay,Wheat,Biochar,230.40619710960559,49.79124113477752,268.7934732070076,5.979037839503096,7.337841706359551,237.98225613601673,60.85174784912726,285.67225306602427,7.477691467772581,7.860969181765839,4.6897305741282835
Clay,Soybean,NPK_Fertilizer,174.3170292112254,53.490647044620516,247.67270322532286,6.9191630762038345,6.282274282399821,350.49641786206575,114.19778477660925,369.91424797663706,6.9191630762038345,6.1665370542785505,4.310657443795208
Loamy,Rice,Manure,179.5795004648216,42.923836181412554,185.94947344756432,3.1908541164729383,6.006019001238252,214.83864185310867,82.70635754839454,230.42008274909762,4.371510914429238,6.130469151696959,6.266780268782134
Loamy,Corn,Manure,142.8102356280444,44.46025923974562,226.69028647619768,4.2954960145574645,5.811673267251611,197.88330052729611,82.4473124882478,281.20977141208186,5.317208501842885,6.092676969370883,8.601410444428616
Clay,Rice,Compost,165.31264555822727,33.97574259139023,255.5854702075003,4.701933426423627,7.343708919660939,186.19803747433565,58.051008386275875,297.71585242941876,6.602459139499944,7.757396200875105,6.5205664793138896
Sandy,Corn,NPK_Fertilizer,87.32321915795222,29.258328226966306,106.54036559593922,0.7933015273438815,4.557672320936372,213.58979637654363,80.45864640074711,279.5819441420568,0.7933015273438815,4.280079544128623,5.4745357136042765
Clay,Soybean,Compost,185.46608500641938,47.94276234582145,347.5183068631085,6.538001045962375,6.531793453435568,215.48736474814808,73.53409505425952,384.700727226498,8.67743524116968,6.7376888303612965,2.619280113538792
Loamy,Rice,NPK_Fertilizer,117.6343678168859,45.90606084451397,248.45566463309666,2.1019290541719995,6.838305206931615,312.08094148481086,118.58356142383079,434.9155592222967,2.1019290541719995,6.679336493512658,6.26374843878552
Clay,Wheat,Manure,151.6571884349203,42.52334146779177,318.7659212199044,3.462399918848157,6.939803901803781,215.62524119730926,64.24542503751879,359.27213159500155,4.926963524713164,7.145418126387937,5.350766362433913
Loamy,Rice,NPK_Fertilizer,130.29067143236227,27.191224498120697,198.76656657234452,3.6269172729921095,6.463789298180465,282.2103111480027,104.7181790998919,341.78817467792356,3.6269172729921095,6.230176911715898,5.924889030103385
Clay,Wheat,None,198.95104252286785,53.6498183130055,348.56832826430457,7.317044271912772,7.16335127683142,198.95104252286785,53.6498183130055,348.56832826430457,7.317044271912772,7.16335127683142,4.899057985184832
Loamy,Wheat,Manure,182.19332205044168,27.22951348098194,183.43664728172212,3.1155260162555547,6.350670685843578,229.8025835876418,52.578611871634365,232.4354512383322,4.547134615199891,6.6455754438534775,7.707932020027696
Loamy,Rice,Compost,144.9976515958549,27.259420739993637,164.44448079500205,3.812035663898972,6.959720640413776,188.34187296367136,39.34584690966575,194.57735040166367,6.1214139162380246,7.306480260277345,4.667750139528525
Clay,Wheat,Compost,231.0356912332072,36.50784363339498,277.326004056609,6.272947822463953,6.07582313953052,276.32180847325446,63.8992229864513,326.8791242704036,7.3703753629257065,6.43252415167896,4.407988629019662
Sandy,Wheat,Biochar,74.10159322908629,18.89391115709458,52.680681528877294,1.290769073588355,5.084150335555369,84.76115241342924,24.23145278380118,72.4919399943671,2.9421434562839384,5.726546641319072,3.7704220916361715
Sandy,Rice,Biochar,71.90558107056295,16.161619878840572,106.03590021594205,1.344838922625632,4.996578948023876,79.50079062219069,25.9690329085225,130.32011618792507,3.189510049048575,5.974713285328118,2.4479987723832273
Sandy,Wheat,Biochar,61.92698518123683,27.217731115765666,98.11431145787665,0.567077638844128,5.900393693540136,68.12187440345791,36.472326728244425,113.63764459779368,2.3138598401506285,6.683278264204775,2.2233254705548564
Loamy,Corn,Compost,122.42543125823791,36.20808774572966,153.20551705348996,3.460306202300025,6.463913653857886,163.20148312198648,56.93562260442586,180.69680739951366,5.024590113383216,6.593628674399636,7.019245497078086
Clay,Rice,Biochar,186.92326854414245,57.37593579952432,255.72922151402446,7.993596015476317,6.203147097970474,195.3966086040767,69.62549767820036,267.1334812517996,9.607631820977259,6.798167009271733,6.107675906839266
Clay,Rice,NPK_Fertilizer,179.950105835159,67.99560795298716,233.8322177057309,6.511444747030035,7.88516121589333,320.8227954673804,138.66896701474099,410.36053857500536,6.511444747030035,7.596266146183651,7.082051372487245
Clay,Wheat,Manure,214.21539467443534,63.2603087296284,317.1360154833253,3.9910220460990624,6.228723721329442,280.41318067739127,100.36736823897851,354.56275524817397,5.351432979468372,6.443901177819852,3.813151230512256
Clay,Soybean,Manure,195.51971636155292,67.78835995415193,250.36732892621447,4.3765734677787425,7.386194852222891,254.58282618160334,104.97671941384309,280.95220259671726,5.803420199254936,7.590140493915965,2.928196926757726
Clay,Rice,Biochar,196.2812510220022,59.69367439243233,296.0144912092762,3.207317642645225,7.059539342869008,207.7059580076735,74.13599129161545,311.6468924023855,3.7738847321903686,7.7183814463678235,7.598086472070105
Clay,Soybean,None,244.33549325997006,59.948920030889624,227.92659162203785,5.348365216345128,7.893420633896573,244.33549325997006,59.948920030889624,227.92659162203785,5.348365216345128,7.893420633896573,3.062994070015884
Sandy,Soybean,Green_Manure,64.03842759677877,29.496002458721783,56.031698544476015,1.8966620584170588,5.546912394572647,141.8095987093243,43.5866974514892,77.46602859202268,2.578412419098072,5.546912394572647,2.6138059673516483
Clay,Soybean,None,212.19301942146978,46.10039421775339,340.8126051297483,3.9073859688150376,7.818318160309093,212.19301942146978,46.10039421775339,340.8126051297483,3.9073859688150376,7.818318160309093,2.1408386403746458
Sandy,Corn,Manure,59.60188077737949,14.901278527214966,109.52865008143719,1.7399262036376195,5.457899957376844,119.36240344391602,52.58910202929833,141.41156570649377,3.461404042700747,5.64499984540072,4.875418263764066
Sandy,Wheat,Biochar,60.61428939962928,25.458770943030533,134.67702950274588,1.8276561210913949,4.92233759060019,66.5088909105812,37.04006121039818,161.71229767687467,2.3910491291306677,5.453899876071235,2.2921065011692194
Sandy,Corn,Manure,67.06830109245021,22.08933942147333,72.83937038376602,1.3522148384632318,6.437397614842339,127.76755266599346,58.12995051042374,128.24497492598599,2.5656313585596697,6.696177615000906,5.740004457218782
Clay,Wheat,Green_Manure,182.51711492242538,30.930796062514908,333.3682548901584,3.286113756263899,6.9249889694471705,261.6024370955312,42.07251985328274,357.8616548030256,3.9807264192554785,6.9249889694471705,3.3877482445564775
Clay,Wheat,Compost,204.01213619551646,34.04372806368815,272.80008540129154,7.571851981603292,6.487711972189332,225.17834968389832,44.9622140949439,305.2036668891062,8.72232352800118,6.836940165950383,5.604711130541938
Sandy,Wheat,Manure,56.544192228770626,15.879359402510346,122.10396189145246,1.65692643155319,5.583552151349488,101.99957750421531,39.96866572524887,159.82949261458987,3.257518309783748,5.808491995253598,3.1602150328558016
Sandy,Rice,Green_Manure,90.18881217215258,12.149979508270995,123.6001160809835,1.56249414161043,5.25062559147981,139.239883532625,28.156993384787288,156.94600687009222,2.0966767316299597,5.25062559147981,3.5628068102689494
Clay,Rice,NPK_Fertilizer,241.62664529828987,67.61598789694754,282.2264132568195,4.90981511091098,6.001336334294046,383.3396709235815,131.6025610556098,428.16746696994403,4.90981511091098,5.8267548141726015,10.997025348707332
Clay,Corn,None,152.51265754462003,64.66627193502721,337.34165262068757,5.891468711519188,7.65856112623791,152.51265754462003,64.66627193502721,337.34165262068757,5.891468711519188,7.65856112623791,4.084017131119747
Clay,Corn,NPK_Fertilizer,180.12077155902136,45.79367207896429,205.9778799639776,6.236272704737303,6.417766365637561,327.72165812911436,140.87395963860024,323.2873466477644,6.236272704737303,6.139472158932738,10.209563968835052
Loamy,Rice,Green_Manure,122.47546669410907,48.33080663946785,217.11328643773442,4.75146740576015,6.225081540857811,195.5694050505823,67.88601646554847,248.34644628639728,6.169171338244398,6.225081540857811,6.536393482955126
Sandy,Soybean,Manure,87.26561324864707,26.98136766515724,132.93708988586187,0.7550931377923474,4.566391034341569,155.62079793806356,62.15784954200129,167.65412715292425,2.4693654004395493,4.762445276768309,3.3206785050510677
Clay,Rice,Compost,159.4833789427983,48.33758974174587,281.33869760802895,7.668120837660827,7.326129835792006,182.82048639107396,68.74149783486662,301.79957665794956,9.76283210888452,7.696511188814407,7.332228981557998
Loamy,Wheat,Biochar,130.87744450678997,30.667030722241776,167.41577741692424,4.59814840323565,5.5661826103051375,136.40998671217875,43.26963721093034,178.2489175114578,6.243972276007328,6.394466780279908,6.423626514340258
Sandy,Soybean,Compost,78.68991555764599,25.16702047170348,75.38813092078972,1.6868855187829193,4.620638081151394,123.01533761271415,41.63257824321839,101.70600531569372,4.641767467329882,4.725743576606081,3.2130068860797616
Clay,Wheat,NPK_Fertilizer,215.75243863764163,56.17760937886743,265.0893695162001,7.69387981378326,6.4120927560036955,374.7224578332674,113.93449896823475,407.3165003802613,7.69387981378326,6.282808690376375,7.559634149641285
Loamy,Soybean,None,165.84165766083328,33.81390988547577,242.54486687644737,3.249975942208554,6.218390543068253,165.84165766083328,33.81390988547577,242.54486687644737,3.249975942208554,6.218390543068253,3.1695139518265196
Clay,Corn,Biochar,190.21453047967918,68.29096019268067,200.86176045257508,4.812486332808634,7.207302469830579,202.56530515787728,80.34038780604841,215.64580692635624,6.011550873203628,7.712662023270475,7.430540975372524
Loamy,Corn,None,171.231871868131,38.92708468611802,158.90147709722586,3.4073415428367237,6.7808148870425455,171.231871868131,38.92708468611802,158.90147709722586,3.4073415428367237,6.7808148870425455,5.848248862509707
Clay,Soybean,Compost,224.9133674603489,59.16932793116568,342.0666140676348,3.9091699542147675,6.285030895841702,253.62889154385093,86.5798561549353,382.5940415057519,5.1794194885717655,6.495786869583316,3.187004529698803
Clay,Rice,None,193.71767245447762,62.283812165206626,292.2469612552306,4.303336733149848,6.275824993865607,193.71767245447762,62.283812165206626,292.2469612552306,4.303336733149848,6.275824993865607,4.165529652823665
Clay,Soybean,None,209.52620972265797,49.14499117281223,336.09611996461916,3.597487318676173,6.953593952698772,209.52620972265797,49.14499117281223,336.09611996461916,3.597487318676173,6.953593952698772,2.1790120042358474
Loamy,Corn,Compost,181.76548867136898,34.93340122394216,168.91040584921896,4.183093795961325,6.338922189123391,229.73951018501296,59.74947183942902,197.06647435692867,6.797755060013758,6.8322910479893375,7.669007829153752
Clay,Soybean,None,218.2172368606921,67.93413544573187,340.58791157768417,5.279243466492169,6.366694227837013,218.2172368606921,67.93413544573187,340.58791157768417,5.279243466492169,6.366694227837013,2.636834148902454
Loamy,Corn,None,185.09593917877916,46.41680400634057,193.318706954849,2.673291317408941,6.392232318735722,185.09593917877916,46.41680400634057,193.318706954849,2.673291317408941,6.392232318735722,6.371547873149526
Loamy,Soybean,None,172.99668392188823,26.210116661621207,163.89792203026352,3.178286414420603,6.3024575262882365,172.99668392188823,26.210116661621207,163.89792203026352,3.178286414420603,6.3024575262882365,3.6973896505798436
Sandy,Corn,NPK_Fertilizer,91.74523736229717,25.19271313139281,50.952883850959786,1.2420970961155384,4.923204318460643,229.41275261876189,113.40097265968093,157.87714931771285,1.2420970961155384,4.785869127159846,6.443258653179743
Clay,Wheat,Manure,155.8748738107384,45.60509036043288,245.58412303741264,5.642909695621872,7.61413969980673,204.42019103495716,72.64977396098513,301.9533227743377,7.365285664957899,7.810686203298982,4.009692119351151
Loamy,Wheat,NPK_Fertilizer,178.59720368800166,43.3971153663655,232.35562646991372,3.4002485504790934,5.869264665258581,320.3737717786254,108.64936816541793,333.9567972636343,3.4002485504790934,5.614997666720278,7.820686151305711
